A,B,C,D
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,Food, films, television",up I mean </u><u> tinterweb </u><u> yeah I don''t know In the Chelsea Hotel,right,okay let''s clear the table then come on </u><u> well we won''t see </unclea> </u><u> and we''ll get the </u><u> yeah </u><u> DVD cos otherwise it
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",donate when they did the makeup? </u><u> yeah loads of people donated yeah peo people were donating to do this </u><u> oh so it was both?,right,right okay </u><u> but I was just thinking that you know we don''t need to be spending this kinda money on advertising for the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",when they did the makeup? </u><u> yeah loads of people donated yeah peo people were donating to do this </u><u> oh so it was both? right,right,okay </u><u> but I was just thinking that you know we don''t need to be spending this kinda money on advertising for the charities
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",but </u><u> some people would some people wouldn''t be doing it some people wouldn''t be doing it for the,right,reasons </u><u> no of course </u><u> and they''ll be doing it for from a s maybe a selfish point of view </u><u> it just seemed kinda shallow to me the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",a l mm yeah but a lot of the time I think sometimes unfortunately not the advertising campaigns that sit there and be like,right,this is how you''re meant to live your life in order to you know erm to er prevent this from happening </u><u> mm </u><u> isn''t actually
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",</unclea> Daily News yeah </unclea> one of those </u><u> all I know about bacteria is that they need time and the,right,temperature this is probably the right temperature for bacteria to grow now </u><u> mm </u><u> so if I left it in there for a
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",one of those </u><u> all I know about bacteria is that they need time and the right temperature this is probably the,right,temperature for bacteria to grow now </u><u> mm </u><u> so if I left it in there for a while and then there''d be enough time for it to devel I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",a place that was famous for green tea </u><u> here we go here we go </u><u> there you go I think it''s done,right,now just turn it off </u><u> erm what''s the difference? </u><u> I have no idea </u><u> </u><u> </unclea> why would I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",we c </u><u> but I didn''t even offer </u><u> I didn''t even think about it so it wasn''t a problem </u><u> </unclea>,right,you need more milk </u><u> I need more milk </u><u> at point today yeah </u><u> erm </u><u> have you got your cereal still
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",born they''re only five years old </u><u> no no I mean er erm oh sorry yeah you''re,right,no </u><u> it''s no different </u><u> yeah yeah yeah no no no no yeah you''re absolutely right yeah </u><u> </unclea> </u><u> erm </u><u> they''ll''ve
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",I mean er erm oh sorry yeah you''re right no </u><u> it''s no different </u><u> yeah yeah yeah no no no no yeah you''re absolutely,right,yeah </u><u> </unclea> </u><u> erm </u><u> they''ll''ve known mum since they were born obviously ''s known her parents not
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",over the last how many years </u><u> no of course </u><u> I have no idea you know more than me </u><u> mm </u><u> so I''m just thinking is that the,right,step to? </u><u> but I thought maybe as s maybe as somebody external to er to it it''s easier for me to see it more black and white </u><u> but
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",hasn''t there? </u><u> mm yeah there has </u><u> but it only really it only it only really began when was born,right,? when they fell pregnant at the same time? </u><u> yeah yeah really </u><u> it''s like grow up you''re a mother of three now come
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",don''t get me started on that I know friends who can''t have kids </u><u> </u><u> and there''s people out there who pop them left,right,and centre </u><u> yeah </u><u> and the coun and the and social services struggle to pull the kids away it''s disgusting </u><u> the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",just said you know I''m very hesitant I''m very content and very happy and I''m </u><u> mm </u><u> not ready for anybody else to come into that,right,now </u><u> no no definitely not </u><u> and er whether or not that feeling will the gi g erm whether or not that feeling will
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",that feeling will erm start fee it g it w be str be be stronger or whether it will erm lessen I''m not sure </u><u> no </u><u> but,right,now I''m g I''m just so up and down about it I don''t know what I want </u><u> mm </u><u> I don''t know what I want it''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",calling her </u><u> it''s not </u><u> grandmother something very simple I guess but </u><u> it''s not but do you know what? I think you''re doing the,right,thing by probably not </u><u> yeah well I''ll take your advice </unclea> </u><u> not sending anything
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",and the way you come across it''s quite it''s the way w how you just said it then </u><u> mm </u><u> it''s quite calming and I think that the,right,setting er text phone em it''s not always </u><u> there''s no context is there? so </u><u> no and people read it in different ways </u><u> yeah </u><u> so I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",me I''m like okay my dad gets kinda angry and like she''s saying I had </u><u> you were fourteen fifteen,right,? </u><u> yeah I had to get my brother and my mum out the house and she''s saying call gran your grandad or something and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",<u> they drifted apart for twenty years and then they met again together and they really liked each other but the time wasn''t,right,or something it''s on this poem so they left it a few more years and blah blah blah so blatantly she''d been
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",with him and er y and I don''t mean that because if I''m not with him I''m weaker I just that he </u><u> they complete you </u><u> y,right,exactly yeah in that way as cheesy as it sounds </u><u> </unclea> no but it''s the truth </u><u> right but at the same time I said
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",it''s not too bad and ''s going to do computer science so that''s gonna be really difficult </u><u> that is,right,up his street though isn''t it? computer work </u><u> yeah it''s he''s just sitting up there doing like maths stuff and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",working at a uni </u><u> yeah </u><u> it took three years of experience to get a job at a uni I couldn''t''ve </u><u> mm </u><u> got one earlier so I got in at the,right,time but this job''s been great I mean I t er teaching''s busy and I do a lot more paperwork and I have
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",<u> it''s where I proposed </u><u> that''d be the romantic setting though </u><u> you''re lucky you''re lucky that it''s just us in this room,right,now </u><u> okay top five Cambodia I really like Mexico I had a really really good time in
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",that </u><u> no </u><u> there is no way you should''ve just told her that you made the ri </u><u> </u><u> you made a bad choice,right,there </u><u> no but I have to have her permission </u><u> no it''s alright with me </u><u> yeah </u><u> you me get her position afterwards cos now she''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",been confused I didn''t know whether you had in a particular country where it''s not legal </u><u> no no no we haven''t </u><u> it,right,okay </u><u> but I think if you''re gonna propose </u><u> but I mean in ''s case we have joint bank accounts we work
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",so we thought let''s just have a big party and celebrate it she goes but that''s why because she h he has no legal,rights,and that''s not fair </u><u> my dad isn''t gonna marry I think erm because she''s quite sick I think it was
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",son </u><u> it''s terrible isn''t it? it tells you to write the month in words </u><u> oh gosh sorry </u><u> </u><u> okay am I doing it,right,? </u><u> I hope so </u><u> oh god the twenty-fifth as well? </u><u> it says it says fam </u><u> I never got to see the photos </u><u> it says I know we''ll have to do it
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",? </u><u> well you said before someone said you were yeah </u><u> ? </u><u> so if that''s what you think </u><u> have I got this,right,? </u><u> cool </u><u> where do you currently live? boring ? </u><u> yeah English and England and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",that''s where I live and then it''s a ten or fifteen minute walk down to the beach </u><u> oh my gosh so you''re,right,yeah </u><u> </unclea> so yeah I''m pretty close to the beach </u><u> well it''s </u><u> so I mean you guys come and visit
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",<u> erm and you get sort of extra protein in the urine and sort of backache erm you know things just symptoms that aren''t quite,right,blood pressure''s really affected </u><u> mm </u><u> erm and so she sent me to hospital and they carried out a test
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",by the age of about eighteen and you need to know what''s going on and you need to </u><u> mm </u><u> have got through it at the,right,level and be at the right speed and everyone learns everything together and </u><u> okay </u><u> and if you come out at school at sixteen
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",and you need to know what''s going on and you need to </u><u> mm </u><u> have got through it at the right level and be at the,right,speed and everyone learns everything together and </u><u> okay </u><u> and if you come out at school at sixteen or eighteen with a C you
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",up on his arms looking at me and she''d go can you shake the lett the rattle like the object in front of you shake it left to,right,and I was like well why do it left to right? why not right to left? she goes because when you go to school you write from left
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",go can you shake the lett the rattle like the object in front of you shake it left to right and I was like well why do it left to,right,? why not right to left? she goes because when you go to school you write from left to right </u><u> from left to right yeah </u><u> and and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",the lett the rattle like the object in front of you shake it left to right and I was like well why do it left to right? why not,right,to left? she goes because when you go to school you write from left to right </u><u> from left to right yeah </u><u> and and then you''d have
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",do it left to right? why not right to left? she goes because when you go to school you write from left to right </u><u> from left to,right,yeah </u><u> and and then you''d have to rotate and and then like turn the rattle around hide it behind your back and then do it again
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",wanted to do that I''d be a nightmare </u><u> no </u><u> oh I''m one of those mums where if you wanted to go university I''d be like,right,come on then we''ll go and get a house and live near them or something you know? </u><u> yeah </u><u> terrible </u><u> do you think they
"Discussing|Explaining|Inquiring|Complaining|Inviting|Announcing|Anecdote telling|Making arrangements,Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up",find someone else I''m sure </u><u> probably quite soon </u><u> probably I bet he will as well to be honest </u><u> mm yeah </u><u> he''s in that,right,sort of erm what''s the word? what''s the word? </u><u> I don''t know I''m not sure what you''re trying to imply </u>
"Discussing|Explaining|Inquiring|Complaining|Inviting|Announcing|Anecdote telling|Making arrangements,Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up",n''t go to our school though she went to </u><u> is she on Facebook ? </u><u> yeah she''s on Facebook seriously she looks like a,right,tramp </u><u> oh this is the person that he? </u><u> yeah </u><u> oh </u><u> he cheated on her with yeah </u><u> that he''s g now going on dates with her? </u><u> yeah </u><u> that was
"Discussing|Explaining|Inquiring|Complaining|Inviting|Announcing|Anecdote telling|Making arrangements,Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up",were in art in </unclea> </u><u> I know who was but I don''t know who he is like was a,right,weirdo </u><u> </unclea> I''m sure you did </u><u> oh well I obviously blanked him from my memory
"Discussing|Explaining|Inquiring|Complaining|Inviting|Announcing|Anecdote telling|Making arrangements,Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up",again hasn''t he? </u><u> I didn''t see him I just saw her </unclea> </u><u> okay I''m </unclea> like a massive bitch,right,then </u><u> no I haven''t seen him I I might agree with you </u><u> erm and so and then she sent me a message she was like oh hi I''m
"Discussing|Explaining|Inquiring|Complaining|Inviting|Announcing|Anecdote telling|Making arrangements,Holiday, great north run, Newcastle, netball, sport, food, friends, catch-up",nice place as well </u><u> yeah like they have like saver the ones we bought were called saver holidays they were like,right,go on the cheap but they''re still really nice hotels </u><u> yeah </u><u> and like we get like a welcome cocktail when we arrive and
"(Unknown),(Unknown)",know if it''s the same for other people if you have an idea for something and you stay with the idea and try and get the idea,right,you never write the thing </u><u> yeah </u><u> because you </u><u> yeah definitely </u><u> the idea becomes such a big thing and you don''t wanna ruin it </u>
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Travel, free time, work, holiday",I wanted </u><u> I was thinking that was just one leg of it I was like whoops </u><u> oh oh oh it took that long to get,right,so </u><u> ah okay so it''s that </u><u> it is one hour thirty fourt so fourteen hours twenty </u><u> mm </u><u> oh it''s gonna be long isn''t it? ten fif
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Travel, free time, work, holiday",<u> so you arrive in the evening </u><u> we arrive at six fifteen in the evening </u><u> and you''re going </u><u> to </u><u> I mean you''re going the,right,way for jet lag aren''t you </u><u> oh I really can''t remember I''m </u><u> I''m sure jet lag is </u><u> coming back </u><u> it''s east to west </u><u> erm I remember </u><u> no
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",we had rel we had re we had religion diaries and then we had shitting ourselves diaries </u><u> </u><u> ta </u><u> and then we''re like,right,I really need to read now cos we''re gonna be here until like eleven o''clock to be in </u><u> well literally right we''ve gone over
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",then we''re like right I really need to read now cos we''re gonna be here until like eleven o''clock to be in </u><u> well literally,right,we''ve gone over every single topic you can go over </u><u> </u><u> every single topic </u><u> so funny </u><u> vagina diaries have you come on
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",shop I was like oh </u><u> </u><u> just so you know </u><u> lovely </u><u> and it </unclea> just going like just come on,right,now </u><u> </u><u> alright then </u><u> it''s lucky it''s lucky that you''ve got padding though </u><u> yeah I know </u><u> cos that would have been
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",</unclea> </u><u> it''s the doofer </u><u> doofer? </u><u> doofer or a zapper </u><u> a doofer or a zapper </u><u> I think in like </unclea> yes,right,okay so it is recording sorry guys I''m just like the granny in the flat </u><u> this is what happened last
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",bendiness </u><u> </unclea> </u><u> who wears a hat on a plane? seriously? </u><u> bellends they like </unclea>,right,there </u><u> why I hate these programmes cos I just hate everyone and then when I see them I hate them more </u><u> I''ve gotta say I hate
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",you when you were applying to go to X Factor </u><u> it''s the way that they dress it must take them about three hours to like get the,right,amount of hipster </u><u> </u><u> </unclea> is a skill </u><u> a skill of hipster </u><u> well a cool </unclea>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",many boy bands </u><u> I like him oh my god I don''t like his shoes I''ve got shoes exactly like that the second one to the,right,</unclea> </u><u> it''s hilarious </unclea> </u><u> no no no I''ve got like little booties like that </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",areas </u><u> </u><u> you made me cry </u><u> we need some cold water and ice in here burn </u><u> </u><u> you know I''m joking though,right,? you''re not that fat </u><u> I''m not that fat it''s all </unclea> spice I ate </unclea> </u><u> </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",of their audition </u><u> she pissed off </unclea> look </u><u> she''s on her period </u><u> who''s on her period? </u><u> Mel B she''s being a,right,cow </u><u> is she really? </u><u> mm </u><u> has she told him to lose the guitar? </u><u> no I wish he was singing it for me right now
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",a right cow </u><u> is she really? </u><u> mm </u><u> has she told him to lose the guitar? </u><u> no I wish he was singing it for me,right,now with my greasy hair and pyjamas </u><u> </u><u> you want it </u><u> </u><u> sometimes I''m glad I live far away from my
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",<u> you want it </u><u> </u><u> sometimes I''m glad I live far away from my boyfriend </u><u> </u><u> I don''t think we''d be together,right,now actually I''m going to join the cigarette crew </u><u> </unclea> finished </u><u> I don''t like her she''s mean
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",it''s </unclea> on TV </u><u> I''m watching </u><u> it''s not the actual video video </u><u> this is recorded,right,? </u><u> yeah well it''s not on they don''t show the video anyway so </u><u> yeah I know but I thought it was another one </u><u> it''s
