A,B,C,D
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",done it now nicked my idea </u><u> yeah to like to to run the electricity in a gym and power </unclea> </u><u> that''s what I said,right,? that''s what I said </u><u> and powered by the people doing pedalling and stuff like that </u><u> okay so it''s nature </u><u> I have to say I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",fat I''m a white toast </u><u> I love that you used anniger as the comparison </u><u> </u><u> yeah well you got it,right,? you got it </u><u> oh yeah </u><u> </u><u> we''re losing we''re losing </u><u> that is gold </u><u> the funniest toast
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",like Mary in French I''m like er? </u><u> I was gonna go like the </unclea> </u><u> wait what did you say to make her get? </u><u> three,right,? </u><u> the what did? </u><u> the indefinitive article </u><u> yeah I dunno what the fuck that means when she said that I was like </u><u> well I did cos I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",a go </unclea> ? </u><u> no no hang on </u><u> oh really? </u><u> yeah I can''t look because that''s cheating </u><u> I can''t </u><u> this isn''t useful,right,? </u><u> okay </u><u> I hope not </u><u> </u><u> no no no </u><u> oh sorry </u><u> go so I''m splitting the first name into two bits </u><u> right </u><u> okay so the first part is
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",</unclea> there thinking this is gonna be really challenging and it wasn''t </u><u> that''s </u><u> are we still winning? </u><u> two green,right,? how many is two that green? </u><u> two </u><u> two two green I just said it can I have the er box please? </u><u> that''s the er </u><u> sorry if I
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",''re not hearing me out </u><u> I''ve heard it twice </u><u> yeah? </u><u> I we''re aligning with each other </u><u> yeah that''s right okay so what can we do?,right,? that we have skills in that we''re interested in I''m a visual person I like photography I''m interested in video stuff it
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",they''re products that you would then sell as content to educational bodies to support any of their educational needs,right,? </u><u> there you go </u><u> educational what? </u><u> consultant </u><u> yes mm mm yeah </u><u> and what I do best is I go in to the client me myself and I I find out
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",did you put me somewhere around about here then? </u><u> erm because because in context of that I could deliver that,right,? </u><u> well that''s all I thought I''d simplified for you by giving you that </u><u> no yeah but that y er I don''t this this to me was a
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",for it was </u><u> but you still gave me the answer that I was looking for which is how your mind works </u><u> that was in context of that,right,? okay? </u><u> yeah so draw me </u><u> but this was a whole different thing this is forget that forget that </u><u> er no no I''m not forgetting it </u><u> mm </u>
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",for a company like </u><u> yeah but what I''m trying to connect together are the two things that we are interested in,right,? like that </u><u> but what are the two things we''re interested in? I don''t are you interested in education? </u><u> yes I am </u>
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",to the the output that we want it to be yeah? and and still opera be a part of operating a business and that''s just part of it,right,? that''s where I want to kind of connect with some of that kind of stuff </u><u> okay </u><u> you know ? so that''s kind of the digital
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",how much work has gone into a blueprint that''s why it costs so much </u><u> yes because somebody has to develop it,right,? and if you''re in it for the real business of it </u><u> mm </u><u> you would develop your own and you would hold that tool </u><u> mm </u><u> and you would
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",of a talent for it then from what you''re saying </u><u> so you j you yeah you just go well look I''m being delivered to the this is it,right,? if er if you don''t feel in your gut that it is right then you go to somebody else and you say would you mind having a look at
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",skill </u><u> mm okay </u><u> and th they can operate in these different levels in these different outlets doing different projects,right,? so what they were trying to present was the idea that project managers that''s a skill in itself er being a project
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",as a professional project manager in engineering you need to be an engineer and you need to know how things are built,right,? that makes common sense whereas if you were working as a project manager you could go along and you could work with
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",is you would put yourself in situations where you could ask the right questions and learn about the stuff pretty quickly,right,? so let''s say that you bring together a team of people that you''ve never met before and you''ve asked them to do something
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",? so let''s say that you bring together a team of people that you''ve never met before and you''ve asked them to do something,right,? and you''ve given yourself a week to say these people will do what they do you''re saying they''re the right group of people
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",and you will learn a huge amount in that one week by putting your time into that having that all together in the same place,right,? </u><u> okay okay and for a new era that''s not a bad way of doing it </u><u> yes </u><u> because we are talking about things that have been
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",three different people who actually do it and talk to them and find out in a short period of time a gut feel for how it works,right,? </u><u> okay what I like about what you''ve just said before that and I agree with you for outsour the at the w er what you said was
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",need to live or where you want to live and operate that business with freedom of moving around from location to location,right,? so then you can maximise erm things like if you wanted to go and hang with your dad for three months you could go and do that
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",here with somebody else for a period of time or you could just go to a certain location because that''s where you want to go,right,? so you create a team which can still work with your business and they can be located wherever they want to be so they''re a
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",gotta create a video out of the the stuff that I got for and </u><u> yeah </u><u> from and,right,? </u><u> yeah </u><u> I''ve got to create that so I went on on on to Fiverr dot com </u><u> yeah </u><u> cost five dollars </u><u> yeah </u><u> look for video editors </u><u> yeah </u><u> see
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",is coming from </u><u> no no that''s right so so in in in that context the money er is coming in in that I''m being paid to do this job,right,? </u><u> er yeah this is doesn''t </u><u> so it''s an expense </u><u> yeah it doesn''t work like that </u><u> it''s an expense right? </u><u> you need capital
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",''m being paid to do this job right? </u><u> er yeah this is doesn''t </u><u> so it''s an expense </u><u> yeah it doesn''t work like that </u><u> it''s an expense,right,? </u><u> you need capital to before you get paid that capital </u><u> well w w </u><u> will see you through until you
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",and see if he understands what you''re talking about </u><u> well what are you? look the some of the stuff''s very obvious to me,right,? you need capital up front to fund something to be able to get it going right? you need that money from somewhere okay? and
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",look the some of the stuff''s very obvious to me right? you need capital up front to fund something to be able to get it going,right,? you need that money from somewhere okay? and and you need to plan out with that pot of money what you expect it
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Changing careers, and personal life goals and interests.",okay? and and you need to plan out with that pot of money what you expect it to cost to get to somewhere,right,? trying to meet a certain end before the income comes in cos you need to provide yourself that er that float before you get
"Discussing|Explaining|Anecdote telling,Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",a long ti a lot longer than that so how long are we talking now? talking abou about seven years would that be,right,? </u><u> mm </u><u> yeah about seven years I suppose erm and then a friend of mine said oh there''s a really cos he knows what I''m like and I''m
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",and for some reason he''s the only one that didn''t know that </u><u> hadn''t picked up on it </u><u> yeah it is,right,? That was That was an amazing moment when he looked around and he''s like eh something''s gone wrong here </u><u> that
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",<u> yeah </u><u> your point is if you only live once then make sure it''s </unclea> </u><u> then you should make it more precious,right,? </u><u> yeah </u><u> not </u><u> not like try and make yourself die at fucking forty </u><u> </unclea> that''s that''s what''s wrong about
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",<u> hi </u><u> hey </u><u> you know what happened </unclea> today? you know I said we''re doing this presentation,right,? </u><u> yeah </u><u> you know and ? they''re two they''re two people </u><u> yeah </u><u> they went in to do their presentation in
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",erm ah do you remember? did you ever play Soulcalibur? </u><u> yeah </u><u> I''ve got that it''s awesome </u><u> it''s a fighting game,right,? </u><u> yeah </u><u> yeah </u><u> it''s gonna be horrible with a without a controller for me </u><u> yeah I bet oh bloody hell he
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements,PLANS FOR UPCOMING DAYS",know you sort of own this digital product because you know you buy something in the real world it''s </u><u> mm </u><u> it''s tangibly yours,right,? whereas yeah they </u><u> well it''s an important lesson that you don''t </u><u> but </u><u> when you buy something digital </u><u> that I would say that
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements,PLANS FOR UPCOMING DAYS",holders and I think they had a letter </u><u> for for what reason? </u><u> cos it </u><u> copyright </u><u> cos cos Sky </u><u> copyright </u><u> Sky Sports own that,right,? </u><u> jesus </u><u> mm </u><u> oh </u><u> it''s a modern world </u><u> go and sit down and put your feet up </u><u> a cheeky snooze </u><u> yeah a cheeky
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Discussing experience(s) of local protest group fighting planning applications for wind turbines in unsuitable rural location, having given advice the previous evening to a similar local group fighting a series of solar panel applications; Local council and development control committee; Planning Appeal; research needed to be well informed and plan action(s); the ''politics'' involved: local planners, energy companies, protest groups, finance etc. and tactics and strategies. How alternative methods could work but technical innovation required. The amount of Government money provided for research compared with the amount of Government money given for subsidies for alternative sources of energy. Research needed to develop way of storing energy. Other Politics: Scottish referendum (in two weeks'' time).",for months wasn''t it? </u><u> yeah </u><u> wasn''t it happened in January that and it was they were looking for a date in May was it was that,right,? </u><u> April the yeah they were trying to get a date April May </u><u> yeah what was it what was that all about was it all about
"Discussing|Explaining,(Unknown)",night next time cos I''ve gotta I''ve gotta pick up at twelve so </u><u> have you? oh oh crikey that''s five to </u><u> yeah </u><u> is that,right,? </u><u> yeah eight minutes to </u><u> yeah eight minutes to </u><u> it''s yeah </u><u> so where are you picking her up from? </u><u> </u><u> oh </u><u> I
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,Food, friends, relationships, work, cooking, annoyance, disagreement.",that he that he''s going to say that they only have a certain amount of appointments available </u><u> mm is that,right,? </u><u> oh hang on </u><u> I love that Facetime''s you Whatsapp''s you messages you it''s ridiculous how many ways you can communicate
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",didn''t you? </u><u> yeah I''ve always wanted a globe I used to study the globe at at the school,right,? cos u the old school ones in nineteen fifties </u><u> </u><u> they had all the British protectorates and they were all in
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",and he he was going so he said right hand tools right tenon saw,right,? he says you g have your bench hook get your pencil and you mark across the ben across
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",</u><u> erm </u><u> seriously like feel this hoodie it feels just like super nice </u><u> that is really nice </u><u> yeah I know,right,? </u><u> for god''s sake cats bugger off right </u><u> oh it''s just oh it''s a bit small I just can''t contain my bulging biceps </u><u> mm </u><u> oh there was
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",the category is quiet so there''s any of six questions about quiet </u><u> right okay </u><u> do you think I''ll get it wrong or,right,? </u><u> I think you''re gonna get it wrong and I''m gonna bet three </u><u> mm mm </u><u> okay </u><u> I''m just gonna bet </u>
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",<u> how am I meant to do that er </u><u> I think I think you just put it in the the right the right way </u><u> j j just don''t focus on the questions,right,? </u><u> y you know you''re not </unclea> </u><u> just er </u><u> yeah so I also earn a yellow wedge cos I got that right </u><u> oh
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",let''s just get get rid of the the one railway journeys </u><u> </u><u> okay right do we think he''s going to get this,right,? </u><u> er </u><u> </u><u> ye </u><u> no </u><u> I''ve put I''m putting everything </u><u> put everything </u><u> </u><u> you
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",were sort of like a flexible plastic instead of card but they''re </u><u> yeah and this isn''t normal Trivial Pursuit,right,? </u><u> no I don''t think </u><u> well actually it''s like </u><u> it''s it''s close enough </u><u> yeah it is right your turn </u><u> it''s my go isn''t it? </u>
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",<u> </u><u> well you''ve just thoroughly disappointed both of us </u><u> I don''t care </u><u> okay can I get my tokens back since I was,right,? </u><u> no you can''t </u><u> </u><u> damn </u><u> you can bugger off there we go mm I wonder where that
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",you go </u><u> is there like thir er </u><u> I used to read </unclea> </u><u> twenty based on me getting it,right,? </u><u> I''ll just get fifteen and a cake though so </u><u> yes more or less I mean I I did just pick up as many chips as I could
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",didn''t take that into consideration that said Newton was an incredibly intelligent man so right so Italy,right,? </u><u> yeah </u><u> okay er blue? </u><u> yeah </u><u> what''s the bit with all the rivers in it? </u><u> oh what what volcano one of the oldest and
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",did you just knock my thing down? </u><u> I just </unclea> </u><u> I am pre you you''re gonna get it wrong is saying,right,? okay I think you''re gonna get this right er which country is separated from Russia by the Bering Strait? </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,Men, health, food",and he </unclea> Merc in before me </u><u> mm </u><u> he got this little Punto and erm teenage guy </u><u> so you''re in the left or the,right,? </u><u> I''m in the left </u><u> mm </u><u> so I''d let like the car in front of me had gone and the one before had let him in </u><u> mm mm
"Discussing|Explaining|Advising|Requesting|Buying/selling|Telling jokes,Computer game selling, civilization 5, on the bus, Daddy Pig, ripping trousers, Pikachu, Chewbacca, rapping",Word? </u><u> no no </u><u> rapper cover? </u><u> no </u><u> I''ll show you or I''ll show you so this is like it''s like it''s like the box on Microsoft Word,right,? </u><u> mm no mate </u><u> for real </u><u> you think you''re fit </u><u> listen </u><u> and you''re just thick </u><u> listen </u><u> stop </u><u> listen will you listen? </u>
"Discussing|Explaining|Advising|Requesting|Buying/selling|Telling jokes,Computer game selling, civilization 5, on the bus, Daddy Pig, ripping trousers, Pikachu, Chewbacca, rapping",<u> listen will you listen? </u><u> stop talking in rhythm </u><u> the box of Micros </u><u> well you got your one </u><u> it''s like the box in Microsoft Word,right,? there''s a whole lot of rappers on it and it just goes word right there is the shit you </u><u> </u><u> for real </u><u> </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Anecdote telling|Telling jokes,Education, family, hobbies, work, crime, health, politics",and then a load of urinals about five or six and I thought you know you got to which is a girls school,right,? You go in the blokes urinals there you saw about five thousand urinals it''s got the biggest gents toilet I''ve ever been
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",is he from? </u><u> accents actually </u><u> yeah </u><u> but in the thing there you are right so this is a game called Love Letter,right,? </u><u> uhu </u><u> and er we are trying to eliminate all the other players from the game okay right? and then you''re the
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",a game called Love Letter right? </u><u> uhu </u><u> and er we are trying to eliminate all the other players from the game okay,right,? and then you''re the winner here''s a list of the different types of cards they do and the different values
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you''re the winner here''s a list of the different types of cards they do and the different values they give you,right,? so in this pack of sixteen cards there are if you look at the bottom there are five guards right? </u><u> mm hm </u><u> and this
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",they give you right? so in this pack of sixteen cards there are if you look at the bottom there are five guards,right,? </u><u> mm hm </u><u> and this is what a guard looks like if you have the guard in your hands </u><u> </unclea> </u><u> and you use it to
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",it''s correct he''s eliminated if it''s not correct we just continue playing </u><u> uhu </u><u> okay? so there''s five guards,right,? there are two priests </u><u> yeah </u><u> when you play a priest you just choose one person from the table and you say I wanna
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",gonna come to me </u><u> come on climb up sorry </u><u> right two barons yeah? </u><u> okay so also you''ll see that they all have different values,right,? </u><u> yeah </u><u> at the end of the game if people aren''t eliminated the person with the value card at the end of the game wins </u><u> mm hm </u>
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",it goes from one two three up till eight so the princess has got a value of eight and she''s like the most powerful character,right,? </u><u> why is she more powerful than anything? </u><u> </unclea> </u><u> that''s how ah well cos this isn''t a sexist </u><u> it
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",this and I and I''ve got a baron just to put you off so you </u><u> uhu </u><u> gets oh the other card is a b is a prince and it''s not,right,? and then the final guard is a prince the final card is the princess princess is worth eight which doesn''t do
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",? </u><u> and then she''ll choose which one of them she wants to play so you''ve always got a choice of two which one you''re gonna play,right,? </u><u> okay shall I say what it is and explain why I''m doing </u><u> uhu </u><u> so I''m gonna play the the guard card </u><u> no </u><u> you wanna play that </u><u> okay?
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",<u> they have to say I think you''re the priest I think you''re the prince I think you''re the countess or whatever,right,? </u><u> so it''s just a shot in the dark? </u><u> yeah cos at the minute </u><u> s at the moment it''ll be a shot on the dark </u><u> I''ve got absolutely no idea </u>
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you''ve got a priest </u><u> it''s wrong </u><u> okay </u><u> okay </u><u> so you don''t say anything </u><u> that''s fine </u><u> and that''s ''s turn finished,right,? </u><u> so I don''t need to say anyth do I not even say </u><u> no just say it''s wrong </u><u> say it''s wrong </u><u> right okay </u><u> but you don''t say no I''ve got
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",so </u><u> and if you have got the one you just </unclea> </u><u> then you''re eliminated you show it and you''re eliminated,right,? </u><u> yeah okay </u><u> okay so it''s my turn so I''m taking a second card and I''m choosing which one to play I''m gonna play a guard as well
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",say you''ve got and I''m not gonna say a priest because she said priest so if she probably hasn''t got a priest,right,? </u><u> yeah </u><u> cos if she did she wouldn''t accuse you of having it so I''m gonna say you''ve got a baron </u><u> no </u><u> okay so she has
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",so yeah </u><u> the ones you put down are the ones you what? </u><u> the ones you put down are the ones you''re using to a like attack someone,right,? </u><u> yeah </u><u> so you''ve just used that </u><u> yeah so this is your the my one yeah </u><u> that''s the one </u><u> w </u><u> now you''ve got in your hand </u><u> yeah yeah yeah
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",my one yeah </u><u> that''s the one </u><u> w </u><u> now you''ve got in your hand </u><u> yeah yeah yeah yeah </u><u> right so I''m putting down </u><u> okay so that''s a baron,right,? </u><u> yeah </u><u> so that means this card in your hands </u><u> mm </u><u> hopefully for you it''s high </u><u> right </u><u> right? </u><u> right </u><u> you''re gonna choose one
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you have got a prince </u><u> do I just say the answer? </u><u> so you just say yes or no </u><u> no </u><u> okay </u><u> </u><u> okay I''m playing a handmaid,right,? so I''m blocked from this round </u><u> you can''t attack me okay? your turn </u><u> erm </u><u> he''s with grandad </u><u> grandad right just
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",? </u><u> baron </u><u> yeah so she knows that you haven''t got the baron cos if you had the baron you wouldn''t have guessed she was the baron,right,? so </u><u> yeah </u><u> that information you kind of </u><u> just be careful darling </u><u> why? there''s two barons </u><u> yeah but they cos
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",of the game? </u><u> mm </u><u> yeah yeah she''s eliminated but also like I''m not gonna use the baron if I''ve got a bad card here,right,? </u><u> yeah okay </u><u> er low cards I should say </u><u> you''ve got a three and a </u><u> who is it? oh me </u><u> yeah </u><u> where''s your pants
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",was this Maori couple and they called their son four ever as in number four </u><u> mm </u><u> no no not four ever four real number four R E A L,right,? altogether </u><u> no they didn''t </u><u> yeah no they did and then when they went to the naming when they went to the registration
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",time if I wanna catch up a little bit </u><u> right okay right </u><u> yeah </u><u> so if you have a blue imagine you have a blue train,right,? if you make a connection between Amsterdam and Essen </u><u> mm hm </u><u> that''s one two three cards you need to give to the
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you make a connection between Amsterdam and Essen </u><u> mm hm </u><u> that''s one two three cards you need to give to the bank,right,? and the yellow so you''ll need to give three yellow cards right? and in the game like you''ll be picking out
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",one two three cards you need to give to the bank right? and the yellow so you''ll need to give three yellow cards,right,? and in the game like you''ll be picking out these cards you''ll be collecting these cards you need to give one two three
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",trains on there one two three if you just move up four points and that''s how you score in the game,right,? </u><u> okay </u><u> if you so imagine you only had two yellows er but this route you need three right so you''ve
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you get given a card of of routes you have to do </u><u> you''ll get like a long </u><u> yeah </u><u> you''ll get the you get three tickets in total,right,? and the one of them will be long and the other three will be short so this tells you that you wanna be aiming to go from
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",you that you wanna be aiming to go from Amsterdam to and it tells you where on the board to Rostov which is here,right,? so you wanna be making a s continuous connection between these two cities </u><u> okay </u><u> you can go whatever way you want all
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",hang on </u><u> I was annoyed cos did me over but he didn''t really I thought about it </u><u> so you start </unclea>,right,? </u><u> uhu </u><u> thought about it and he didn''t just played the game </u><u> it''s just the way it''s just er </u><u> gonna help
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",the stations as well then shall we? </u><u> oh I''ve never played with them </u><u> okay okay so these are your cards and they were secret,right,? </u><u> yeah </u><u> and apart from that on your turn you either use your cards to put down a connection </u><u> mm hm </u><u> and a connection
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",to put it all down at once you can''t just say okay I''ll just do two of the blues like you''ll have to be that whole connection,right,? </u><u> okay </u><u> so on your turn you can either play a train or you can collect more cards so at the start you''re gonna need
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",can either play a train or you can collect more cards so at the start you''re gonna need to collect more cards,right,? so say you wanna go from Munich to wherever Warsaw that means you need oranges and blues </u><u> okay </u><u> so you wanna be taking </u>
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",this is your long route your long route your long route so you have to take that but it''s a secret,right,? so don''t make it obvious you''re gonna where you''re trying to go shorts </u><u> okay </u><u> shorts there''s your
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",<u> mm? </u><u> this is a single route but these are double so say I take all the pinks that means that yellow one is still available,right,? </u><u> okay I can''t see </u><u> </unclea> I mean you''re familiar with a nineteen ten map of Europe
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",I can''t see </u><u> </unclea> I mean you''re familiar with a nineteen ten map of Europe anyway,right,? </u><u> yeah very gonna stick one </u><u> all of them? </u><u> yeah </u><u> you do not care mate </u><u> </u><u> you are on the edge </u><u> or
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",itchy </u><u> any questions now before we start? </u><u> no I''ll just blag it </u><u> alright er I''ll explain for those tunnels then,right,? say you wanna go from Munich to Venice you but two cards to the two blues to the bank right to do that and they''re both blue </u>
