A,B,C,D
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",themselves so and sat together </u><u> yeah </u><u> and and I sat together </u><u> oh,right,</u><u> coming back we sat in rows so and sat together and thingy sat together and </u><u> yeah </u><u> I sat </u>
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",the service charge in </u><u> no it''s </u><u> no? </u><u> usua usually it will say it it will either say </u><u> uhu </u><u> service charge included </u><u> oh,right,</u><u> or gratitude at your discretion or something </u><u> yeah </u><u> like that but you know for five people a pound per person is fine but not
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",we''re going down to and they went to to pick up </u><u> ? </u><u> to pick up two horses </u><u> oh,right,</u><u> so you know it wasn''t ''s thing but I you know I just wanted </u><u> yeah </u><u> well so I said come on and cos that she was a bit
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",won''t wash </u><u> won''t she? </u><u> she won''t wash them </u><u> won''t she? </u><u> or well she will but they won''t be dry for the next day </u><u> oh </u><u> oh,right,</u><u> and they smell </u><u> yeah </u><u> so she needs one a day because I know the way does her washing and other bits and pieces </u><u> mm </u><u> so
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",to work with I met up with and </u><u> did you? did you? </u><u> and yeah </u><u> and,right,</u><u> I hadn''t seen I hadn''t seen and I''d seen in September I hadn''t seen him at Christmas
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",on a special they''re trying something new with her so she has to go to every Wednesday for a dose </u><u> does she? </u><u> of </u><u> oh,right,</u><u> steroids and chemo and </u><u> oh right </u><u> as he </u><u> is it breast cancer she''s got? </u><u> no ovarian cancer </u><u> ovarian cancer? </u><u> erm yeah I think it
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",new with her so she has to go to every Wednesday for a dose </u><u> does she? </u><u> of </u><u> oh right </u><u> steroids and chemo and </u><u> oh,right,</u><u> as he </u><u> is it breast cancer she''s got? </u><u> no ovarian cancer </u><u> ovarian cancer? </u><u> erm yeah I think it''s not ovarian the other one in
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",or whatever </u><u> yeah </u><u> is the other thing but she does look well </u><u> oh </u><u> and it''s in and the blood count seems to be all okay and </u><u> yeah </u><u> oh,right,</u><u> so it seems that they they give her the dose on a Wednesday they fill her up with steroids and antihistamine on the Th for
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",thirteenth of April and he look he says well I know what they are he said we''ve been told we they''re not gonna give them </u><u> oh,right,</u><u> he said because they''ve gotta be externally verified er for quality assurance and he went it
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",either got a three or a four and if they''re wanting verification on it </u><u> mm </u><u> you''ll be in special </u><u> could be special measures </u><u> oh,right,</u><u> but I don''t think I just said I d but I said I think I I said but I said it''s more likely to be a three and
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",we''ll be able to you know see what happens on Tuesday cos that''s when supposedly we''re gonna be told </u><u> what this Tuesday? </u><u> oh,right,</u><u> yeah </u><u> yeah? </u><u> oh right </u><u> oh </u><u> and then with that and then this is the week where the consultation period finishes job wise so </u><u> yeah
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",know see what happens on Tuesday cos that''s when supposedly we''re gonna be told </u><u> what this Tuesday? </u><u> oh right </u><u> yeah </u><u> yeah? </u><u> oh,right,</u><u> oh </u><u> and then with that and then this is the week where the consultation period finishes job wise so </u><u> yeah? </u><u> we''ll know a
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",the other bits and pieces </u><u> yeah you got </u><u> forgot her stuff </u><u> are you alright ? </u><u> yeah forgot my water </u><u> oh,right,</u><u> bye </u><u> bye </u><u> bye so then I will then I''ll be able to say look this is what I''m on </u><u> yeah that''s true </u><u> and I can do it you know </u><u> yeah </u><u> and I </u><u> mm </u>
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",go </u><u> yeah </u><u> and when you book but the problem being is you can have a direct only one train </u><u> yeah? </u><u> five hours thirty minutes </u><u> oh,right,</u><u> or you can have a train where you swap twice so you go to Peterborough </u><u> yeah </u><u> Leeds Liverpool still
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",house </u><u> yeah </u><u> which was fine </u><u> yeah </u><u> because it meant that people the working class got their foot on the ladder </u><u> yeah that''s,right,</u><u> who were </u><u> yeah </u><u> for for the majority and knew they would have to continue working then </u><u> yeah </u><u> cos they they''ve got a mortgage
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",n''t you know </u><u> no weird innit? </u><u> yeah I think maybe a bit too posh for me </u><u> she''s too posh? </u><u> </u><u> oh,right,</u><u> quiet spoken or something dunno and then there was there was some she said something I said oh
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",she stays with him six nights a week but stays one night a week in her own place </u><u> oh,right,</u><u> she''s just retired she just retired from the job she was doing and and er was hating it because she wasn''t seeing anybody </u>
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",''s just retired she just retired from the job she was doing and and er was hating it because she wasn''t seeing anybody </u><u> oh,right,</u><u> well you have to go if you you have to go out to see people </u><u> well of course you do </u><u> if you''re retired and you know you''re retired
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",<u> yeah </u><u> it''s because Calor Gas is not </u><u> it''s expensive </u><u> it no it''s not an expense it''s it''s calorific value that it burns at </u><u> oh,right,</u><u> if it was oil it would be a better </u><u> yeah </u><u> it would have a better reading it''s that calorific </u><u> yeah well they don''t
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",stuff like that </u><u> mm </u><u> friend our friend down er Suffolk he had the same thing and he''s cut out all carbo most carbohydrates,right,? and he''s gone like a skeleton there''s a programme on television You Are What You Eat or whatever it''s called
"Discussing|Explaining|Complaining|Advising|Anecdote telling,Recording conversations, taking trains, day trips with children, eBay orders, confrontations, mistaking race, job seekers allowance, claiming benefits, others spending their inheritance, children growing up, social behaviour, gas and electricity costs, cooking on a George foreman.",train </u><u> were you going? were you actually on the wrong train? </u><u> well it was I think it was going to </u><u> oh,right,</u><u> but it we''d been on it sitting on it for thirty-five minutes and it hadn''t moved
"Discussing|Explaining|Complaining|Advising|Anecdote telling,Recording conversations, taking trains, day trips with children, eBay orders, confrontations, mistaking race, job seekers allowance, claiming benefits, others spending their inheritance, children growing up, social behaviour, gas and electricity costs, cooking on a George foreman.",yesterday we had er train was from London </u><u> mm </u><u> was about six of them and they clearly bu they''re trying to bunk it,right,</u><u> from London? </u><u> yeah </u><u> fat chance </u><u> and I I''ve k I''ve kinda clocked on what was going on I think that was on our way
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",no </u><u> </u><u> and he said oh you might wanna see this you''ve you''ve kind of got a visitor </u><u> oh my god </u><u> and it was unbelievable,right,? this deer what had actually happened was it had hit the centre of the the windscreen at the front it actually gone
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",had actually happened was it had hit the centre of the the windscreen at the front it actually gone through the window,right,? over to the passenger side the passenger side you know the headrest was completely flattened down where the entry
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",scary </u><u> yeah </u><u> yeah actually I''m not sure the oh it''s cos it''s the knave the jack is the knave isn''t it? </u><u> yeah that''s,right,</u><u> yeah </u><u> yeah </u><u> and then the knave is in trouble </u><u> right </u><u> and then the king is just tries to calm down his wife and tells them to s not
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",? </u><u> is that not what I''m doing? </u><u> oh is it? </u><u> the keyrings </u><u> oh yeah </u><u> that''s that''s what they''re there to </u><u> oh I see I couldn''t see that,right,</u><u> yeah </u><u> yeah </u><u> and then I''ll tie them on but I I''ve gotta work on shortening them first cos they''re too long at the moment </u><u> mm </u><u> so
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",hooking into the ring that one of the cards is on so </u><u> ah </u><u> so the card was then like flipping about and going in the wrong way </u><u> oh,right,</u><u> so I''ve gotta just have a play with them now but that''s </unclea> </u><u> right </u><u> just do that </u><u> oh </u><u> but erm yeah so I had my
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",and the little </u><u> yes I know what you mean but can''t for the life of me </u><u> no </u><u> think what it''s called yeah </u><u> </u><u> oh,right,</u><u> yeah those they''re harder it''s always easier if you like sing some first though and then I can figure out </u><u> right </u><u> erm yeah
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",what she was saying was she used to teach a lot of opera singers because she had this technique that was helpful to them </u><u> oh,right,</u><u> this particular technique </u><u> right mm </u><u> she didn''t say what it was </u><u> oh </u><u> but yeah god knows if this is gonna work yeah </u><u> oh </u><u> have I put
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",that''s your song? </u><u> er it is what''s it called? </u><u> </u><u> erm Panic Cord by Gabrielle Apli Aplin that''s it </u><u> oh,right,</u><u> it''s a good song </u><u> and has she chosen one for you as well? </u><u> no </u><u> or do you just oh? </u><u> I just get to choose them </u><u> it''s it''s not like the
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",too much sewing to do on that it''s just that little edge </u><u> no you''ve just got the little last bit to do </u><u> yeah </u><u> and then it''s done,right,</u><u> well </u><u> is that right? </u><u> oh yeah </u><u> so that </u><u> that looks more like it that''s more balanced </u><u> yeah it''s gone a bit off though </u>
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",do on that it''s just that little edge </u><u> no you''ve just got the little last bit to do </u><u> yeah </u><u> and then it''s done right </u><u> well </u><u> is that,right,? </u><u> oh yeah </u><u> so that </u><u> that looks more like it that''s more balanced </u><u> yeah it''s gone a bit off though </u><u> mm </u><u> I''ll figure it
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",bought all these domain names and made them myself </u><u> </u><u> and we''re all like </u><u> oh </u><u> oh </u><u> yeah </u><u> you know? you just can''t </u><u> yeah,right,</u><u> it makes you </u><u> right </u><u> kind of go I can''t trust anything </u><u> ah </u><u> and he did this whole thing where he unravelled an entire sort of erm
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",but you know to them it was all smoke and mirrors you know it was kind of like wow you know this is amazing but </u><u> oh,right,</u><u> it is very limited but but it worked and you know the the </u><u> yeah yeah it you did your job </u><u> I I did my job I got them what they wanted
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",is that alright? I think </u><u> very slowly </u><u> there we go pop it on can you move your top? </u><u> er? </u><u> have you got your hair up? </u><u> only half up </u><u> oh,right,</u><u> right </u><u> what are you doing to your? </u><u> </u><u> how are you how''s it gonna stay? it looks fantastic </u>
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",eight hundred word what''s that? er two A4 two sides of A4? </u><u> oh I don''t know any more </u><u> do you not? </u><u> gotta be typed so </u><u> oh,right,</u><u> probably no more than that </u><u> do you think? </u><u> I''m like two hundred and fifty words a page so like three sides of A </u><u> oh well yeah
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",my phone </u><u> oh what? you mean you looked on the internet? </u><u> when I went in no when I went into the shop I like wrote them all down </u><u> oh,right,</u><u> on my phone and then was like oh can I get these chocolates now? </u><u> right </u><u> and she was like and and then as I was doing them she
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",<u> when I was reading through Jane Eyre earlier I was making no I''ve got a notebook up with my reading nook now and I was </u><u> oh,right,</u><u> writing down all these words that I didn''t know </u><u> ah really? </u><u> yeah </u><u> but there are many you see some of them </u><u> oh you
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",of them get to you know </u><u> mm </u><u> experience any? </u><u> no although somebody was saying someone they knew went to see the swimming </u><u> oh,right,</u><u> yeah </u><u> uhu so they lived it vicariously through them? </u><u> er yes yeah </u><u> mm </u><u> oh the words sorry the words </u><u> mm </u><u> ignominious </u>
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",and then a horrible thought struck me </u><u> yeah </u><u> do I actually know how to spell sagacity? </u><u> </u><u> am I actually spelling it,right,? </u><u> </u><u> no I wasn''t </u><u> </u><u> so then I thought mm yeah it does seem just too weird that both of the words aren''t in
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",mm </u><u> he''s called I assume </unclea> Anyway we we''ll give it a go and see if it records </u><u> hm,right,</u><u> ignore him </u><u> I''ll try and ignore him </u><u> </u><u> that might be eh an acoustic issue </u><u> do you think that''ll be an acoustic issue
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",the newsletter this evening this afternoon eh </u><u> presumably it''s sorted it just needs sending? To folks </u><u> em not really no </u><u> oh,right,</u><u> </u><u> oh well you can write it and send it </u><u> yeah </u><u> I actually really need to do a Corpus newsletter slightly
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",year em last year the em em national service was em </u><u> mm </u><u> was rescinded in Germany </u><u> was it only last year? </u><u> yeah </u><u> mm,right,</u><u> hardly heard anything about it I just eh kinda found out at one point when I was in a bit of a Wiki quest for
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",<u> started </u><u> em twenty-one two thousand and four </u><u> started working for Conservative MPs </u><u> so she''s under thirty,right,? </u><u> yeah I guess </u><u> yeah that''s pretty good </u><u> yeah it makes her six years older than us
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",to be going like that </u><u> it''s quite a significant bug </u><u> it''s supposed to be getting p people appearing on as you type </u><u> oh,right,</u><u> no it doesn''t work </u><u> oh dear I was trying to remember what make your phone was? Is San Fransisco the
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",what''s the new post cos there''s been restructuring and now research and education are merging ah is that,right,? Research and education? I think so and placements and bursaries are merging </u><u> right </u><u> no no resear
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",EWB conference? </u><u> now you did tell me where it was I can''t remember was it Birmingham? </u><u> no it''s UCL </u><u> oh,right,</u><u> em oh the eh the national conference the the general EWB national conference was last week or the weekend before last? </u><u> oh
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",so but the plus side of that </u><u> worse than </unclea> </u><u> was it does he says it comes out before tax </u><u> oh,right,</u><u> so that that''s a a little bit of a help </u><u> </unclea> </u><u> but I don''t </u><u> right so and then he''s only taxed on what he gets </u>
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",us </u><u> oh </u><u> thirty-nine pounds we''ve they''ve made out of the stuff I''ve done </unclea> </u><u> hasn''t even got your name,right,</u><u> I know </u><u> and you work for them </u><u> true </u><u> that''s appalling </u><u> thirty-nine pound forty-three P it''s it''s the last </u><u> they''ve made out of
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",''s talking about </u><u> the </u><u> </u><u> yeah </u><u> no but come out at the er erm the train st out of </u><u> oh,right,</u><u> did I say the ? </u><u> no but the entrance I just thought you meant the main </u><u> of no you know where you where
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",morning because they''d turned all the heating off over the bank holiday and he was the first one in </u><u> right oh,right,</u><u> mm but yeah oh it''s it is it''s just gonna be a miserable I said I said well all you can do is just be cheerful can''t
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",goes down there to a few units </u><u> yeah yeah yeah yeah </u><u> well they''ve got erm did it say or something like that now? </u><u> oh,right,</u><u> but it there was a big sign outside saying erm special discounts for staff employees enquire within and I
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",enquire within and I said oh </u><u> oh okay </u><u> so there you go you might be able to get get your decking from there </u><u> oh,right,</u><u> is that building suppliers and stuff? and it </u><u> yeah it''s like </u><u> there was but there was a huge sign </u><u> like B and Q </u><u> yeah
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",? </u><u> well no to be on high street </u><u> by </u><u> oh right okay </u><u> dad where''s that? </u><u> that? dunno </u><u> does that sound about,right,? you don''t know do you? you can''t visualise it </u><u> well </u><u> apparently down </u><u> the way I go is in a you know we walked on er </u><u> I didn''t walk </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",the end? </u><u> erm it was an apprenticeship so </u><u> but how did you find it I mean it''s </unclea> ? </u><u> on online </u><u> oh,right,</u><u> I fou I found it online really erm went through the Chamber of Commerce </u><u> yeah </u><u> through it''s on their website and I remember I
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",''ve gotta go on the internet and have a little look it''s a bit like erm how can I explain it? like a little Butlin''s place </u><u> oh,right,</u><u> so </u><u> but for campers </u><u> yeah </u><u> so you pay </u><u> it does caravans and </u><u> thirty-five a night or something </u><u> and camping no I think
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",car boot sale today? </u><u> no </u><u> you know the old fire station? </u><u> yeah </u><u> inside the car park every Tuesday is erm like a car boot sale </u><u> oh,right,</u><u> half nine until or nine or half nine until two and it was absolutely chocka and they had a climb up </unclea>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",oh </u><u> Flash player should be straightforward </unclea> </u><u> mm </u><u> </unclea> </u><u> are you doing it,right,? </u><u> try a different browser </u><u> mm </u><u> that''s what I do </u><u> what browser were you using before ? what''s your password what''s
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",see sold the garage? </u><u> well it''s usually closed but it''s not </unclea> </u><u> mm somebody''s bought it </u><u> oh,right,</u><u> yeah erm a Rasta man from erm oh whereabouts is it? </u><u> is he just doing Rasta cars now? </u><u> no he has like no he has a
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",way </u><u> </unclea> the estuary whatever just the river isn''t it? </u><u> oh </u><u> the river so left then,right,? </u><u> bear left and then turn right </u><u> you can''t go right see go left it''s gotta be right hasn''t it? </unclea> </u><u> yeah </u><u> go
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",estuary whatever just the river isn''t it? </u><u> oh </u><u> the river so left then right? </u><u> bear left and then turn,right,</u><u> you can''t go right see go left it''s gotta be right hasn''t it? </unclea> </u><u> yeah </u><u> go right this lane is
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",<u> </unclea> </u><u> yeah </u><u> can you even go in this way? </u><u> no it''s for deliveries we''ll have to go in there no </u><u> no,right,</u><u> just turn that off </u><u> </unclea> </u><u> DFS do you want a new sofa? </u><u> no </u><u> do you know what to get for the new house? </u>
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",god I mean I don''t remember feeling crap </u><u> well </unclea> </u><u> </unclea> wasn''t I? ah yeah,right,</u><u> what do you want from here? </u><u> a blanket yeah one day erm
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",''ll never have another finger that size again will you? </u><u> well </u><u> no that''ll be the big finger there won''t it? so </u><u> oh,right,</u><u> don''t tell me your finger''s the same as when you were a baby? </u><u> well no but it''s the same finger </u><u> alright well that''s you look
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",go back </unclea> to to look at the </u><u> er because you''re oblivious ah </u><u> I''m oblivious? </u><u> no as a child you just </u><u> oh,right,</u><u> and you''re ignorant to everything and you''re just like </u><u> </unclea> pretty little girl </u><u> and you''re just like a
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",conversation </u><u> mm we''re only just beginning now </u><u> are we? </u><u> yeah we''re st just started now on this </unclea> </u><u> oh,right,</u><u> I don''t know might be stuck for time </unclea> she''s running out of time for another
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",time and then we''re gonna go and eat and then that''s how it''s worked </u><u> oh well </u><u> so you''ve not really like lost anything </u><u> okay,right,</u><u> and she come by my shopping trip as well </unclea> </u><u> yeah like this was the whole idea </u><u> so left here
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",income and they and they well they rejected him for that reason but I think he took them to court or something </u><u> oh,right,</u><u> and I think he forgot to apply in the end but </unclea> masters but I think they had some rules then
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",for me </u><u> and how much is that a year? </u><u> well it it actually varies like depending on which one you get </u><u> </unclea>,right,</u><u> cos you''ll apply for it and it''s like within a range </u><u> mm </u><u> erm and it could be more or less </u><u> oh right okay
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",you have to put your two options in I think </u><u> mm </u><u> </unclea> </u><u> do you? </u><u> yeah so you have to say this is my first choice </u><u> oh,right,</u><u> but if that''s not available this is my second choice but they have quite a lot of en suites so I can''t see why I wouldn''t get
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",like they were like mixed with something? and then they got </u><u> well well no it it well I didn''t I didn''t read I only caught a </u><u> oh,right,</u><u> just I I heard in the background like so didn''t hear about it in detail er but what have they mixed different things have
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",legal highs they call them cos it says on the packaging so they can get around the law </u><u> yeah </u><u> not for human consumption </u><u> oh,right,</u><u> that cos of the stuff they''ve got in them and it''s all you know there''s a hundred odd people died in this country taking
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",wait wait which guy? </u><u> erm he came from with the charity </u><u> yeah he did assemb did he do assembly for the whole school? </u><u> right,right,</u><u> no he didn''t do the assembly he was just with the guy that was presenting </u><u> oh yeah yeah you were yeah yeah yeah </u><u> cos he he was he
