A,B,C,D
"Discussing|Explaining|Anecdote telling,Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",electronic electronic? books that you can download </u><u> e-books </u><u> e-books </u><u> yeah </u><u> that are either a massive bargain </u><u>,right,</u><u> so this is this one here is seventy-seven P instead of three pounds seventy-eight </u><u> mm </u><u> or some of them are free as well you
"Discussing|Explaining|Anecdote telling,Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",that''s free today </u><u> yeah </u><u> this claims to they have a panel that select particular books </u><u> oh okay yeah so the </u><u> or so they say </u><u>,right,yeah </u><u> so what you''re being sent are details of quite erm it''s not it''s not all and sundry it''s </u><u> right </u><u> those books that are
"Discussing|Explaining|Anecdote telling,Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",yeah so the </u><u> or so they say </u><u> right yeah </u><u> so what you''re being sent are details of quite erm it''s not it''s not all and sundry it''s </u><u>,right,</u><u> those books that are deemed to be </u><u> yeah </u><u> more interesting </u><u> yeah </u><u> and like I say you can choose the genre of book that you''re
"Discussing|Explaining|Anecdote telling,Food, words, family, childhood toys and games we played, knitting/crocheting, TV, books, eBooks, ‘it’s a small world’.",be through Amazon though will it that that you''re buying it? so if you then you wanted the Kindle </u><u> no it was for Kindle </u><u>,right,</u><u> because mine is the Amazon Kindle then that''s where it was taking me erm </u><u> oh I see so if you do you register at the start that
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",were you were looking in his direction I just thought </u><u> yeah I was so </u><u> no I''m not gonna even pretend </u><u>,right,em </u><u> I was quite pleased with my initial sitting position with my face to the big D </u><u> oh yeah </u><u> no my back to the big D you know? </u><u> yeah
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",I there''s a girl I met down in London recently I told you about </u><u> yeah </u><u> she''s from near </u><u>,right,</u><u> and eh erm she''s the fussiest eater ever it''s been such a long time since I met someone that''s spent her life in
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",''s the fussiest eater ever it''s been such a long time since I met someone that''s spent her life in </u><u>,right,</u><u> but when you take her out for dinner you go to say what is it Wagamama''s </u><u> yeah </u><u> oh what shall I have on the menu? It
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",eh no one likes like garlic bread do we? </u><u> fine I''m eh </u><u> I was going to say I never erm I''m never too fussed about that really </u><u>,right,</u><u> triple points you can get two you can buy two get one free but we''re actually getting slightly better than
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",of mine in school and we were sitting in the physics class and this mate of mine didn''t get on with this other mate of mine </u><u>,right,</u><u> and erm they were just having a go at each other and I can''t remember what it was exactly </u><u> jealousy clearly </u><u> It just it was
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",I really appreciate the stuff that you''re doing erm </u><u> eh two questions firstly we can do that? And secondly </u><u>,right,well Yeah </u><u> I think it''s been done three or four times in the last six months </u><u> well you''d think </u><u> yeah </u><u> in general or
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",n''t group head obviously he was erm </u><u> yeah so what is the history of our team? </u><u> so when I started it was </unclea> </u><u>,right,</u><u> which was the head who''s the head of S T </u><u> okay </u><u> and was sort of the second in you know he was the main </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",again? So it was originally MT </u><u> yeah originally M T and then ST formed and then it took half the people from A S </u><u>,right,</u><u> and half the people from M D </u><u> right </u><u> M T and then the remaining people from MT went and formed MD </u><u> A S must have been
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements,Food, work colleagues, social relationships, salaries, houses, faux pas",<u> yeah originally M T and then ST formed and then it took half the people from A S </u><u> right </u><u> and half the people from M D </u><u>,right,</u><u> M T and then the remaining people from MT went and formed MD </u><u> A S must have been huge </u><u> yes it was it was very big
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",<u> I think </u><u> and he thinks that it''s good to pursue things which are </u><u> just short term </u><u> ultimately yeah self destructive </u><u>,right,</u><u> he thinks it''s equal to pursue things which aren''t </u><u> </unclea> shit you need to think of the rest of
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",you also need to like extract everything </u><u> yeah </u><u> and make sure you don''t do do enough damage while you''re extracting stuff </u><u>,right,</u><u> like you can burn skin off like to take cancer cells off and stuff </u><u> right yeah yeah yeah </u><u> if you burn your lungs
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",do do enough damage while you''re extracting stuff </u><u> right </u><u> like you can burn skin off like to take cancer cells off and stuff </u><u>,right,yeah yeah yeah </u><u> if you burn your lungs and they''re damaged you can''t really breathe properly </u><u> yeah of course </u>
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",and shit they were obviously going to Pakistan </u><u> yeah </u><u> which is you know er yeah okay that''s a bit unusual cos they usually go </u><u>,right,yeah yeah yeah yeah </u><u> but like the first er the first good rah is in Pakistan </u><u> yeah </u><u> so I was like it''s not that odd </u><u> yeah </u><u> cos they
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",members of the Sikh community from the UK </u><u> yeah </u><u> or India I don''t know where they''re from are going to Pakistan </u><u>,right,</u><u> Pakistan Punjab </u><u> I see </u><u> to to try and </u><u> escape </u><u> not escape but like help relations like </u><u> oh I see </u><u> see if they can do anything
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",are like dying a lot </u><u> really? </u><u> I don''t know what I don''t really know what''s happening </u><u> yeah </u><u> I should know but I don''t know </u><u>,right,so many so much stuff like I wanna research like so I can actually have some authority to say stuff </u><u> yeah </u><u> cos I
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",that''s why like I don''t talk about when you talked about ISIS and stuff in RS cos I don''t know anything </u><u>,right,right I see I see I see </u><u> but like </u><u> you do know a lot about loads of things </u><u> I don''t no but it''s
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",also like less </u><u> irrelevant </u><u> yeah less relevant and less </u><u> yeah </u><u> so invested in the topic more like doing mental gymnastics </u><u>,right,so what do you think about what said about erm social just health care and
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",that''s just something I I know that''s that''s just the thing that''s just something we could do for science </u><u>,right,right oh I see right </u><u> but like it doesn''t really have any direct benefit </u><u> right yeah yeah </u><u> you could do loads of random shit </u>
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",''s just something we could do for science </u><u> right right oh I see right </u><u> but like it doesn''t really have any direct benefit </u><u>,right,yeah yeah </u><u> you could do loads of random shit </u><u> yeah I know </u><u> but we don''t </u><u> yeah at least most scientific
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",just like this thing like condemning the fact you like people prefer brand things over normal other non branded things </u><u>,right,</u><u> because the difference in price is not necessarily the difference in quality </u><u> yeah </u><u> and like that''s so fucking ironic
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",erm </u><u> he wro I don''t no he he he developed the idea of like a mono myth which is the idea that </u><u>,right,</u><u> all myths are inherently the same cos they contain the same er features and then he can outline all the features that they
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",the same cos they contain the same er features and then he can outline all the features that they contain into one story </u><u>,right,okay I guess that''s why </u><u> not one story he made like it''s not like he was a writer he''s like more of a </u><u> yeah
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",could of been that good cos she just I think she''s just like </u><u> she couldn''t have or could of? </u><u> no she could have been that good </u><u>,right,right </u><u> cos she''s like I don''t know she could have been I don''t know </u><u> </unclea> her mum''s smart </u><u> her
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",n''t like ask her about anything else other than </u><u> mm mm I see </u><u> what we''re doing right at that moment </u><u>,right,right right so not like delve into her personal life </u><u> no </u><u> will </u><u> I mean no no </u><u> I see I see </u><u> I don''t think she
"Discussing|Explaining|Inquiring|Complaining,School project, poverty, life, friends, politics, scientific research, consumerism, comics,",before </u><u> wow </u><u> because we were talking about that in one of our books but </u><u> jeez </u><u> that wasn''t really like proper </u><u>,right,right </u><u> and afterwards she took so long to remember my name she took forever </u><u> you don''t joke about
"Discussing|Explaining|Inquiring,Cars and car insurance",plate and having said that I have noticed that on some of the roads we''ve been on there have been DVLA vans with cameras </u><u>,right,</u><u> erm obviously they must be checking for whether people have paid their tax or not so if they''re using a camera I imagine
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Making arrangements,Food, work, family",? you''re so lovely though you''re lovely </u><u> already got a cat </u><u> hey </u><u> told you </u><u> mm </u><u>,right,son you''d put up with it oh dear </u><u> I''d have put up for him </u><u> so yeah it''s gonna be could be pretty er
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",<u> yeah </u><u> it''s quite cool </u><u> is it two player? </u><u> it''s not two player </u><u> is it one that you have to like take turns doing it? </u><u> possibly yeah </u><u>,right,</u><u> I will get it updated and download it and I''ll show you that quickly </u><u> I''m up for playing a few games I got nothing else to do
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",be working what''s going on? move that recycle er </u><u> these are your nice speakers aren''t they? </u><u> yeah </u><u> mine are crap </u><u>,right,can''t remember when the last time I did this was </u><u> a while ago </u><u> by the looks of things </u><u> alright that''s picking up </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",remember playing Settlers that was a fun game </u><u> that was rubbish </u><u> why? </u><u> that was just was bad </u><u> Total Annihilation </u><u>,right,Super Smash Brawl </u><u> I like that one as well </u><u> Total Annihilation was awesome </u><u> oh is this a Wii version? </u><u> oh have you seen the new
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",controller standard controller let''s try that </u><u> so it should work </u><u> yes there you go </u><u> good stuff </u><u>,right,there you go </u><u> are you prepared to get whooped </u><u> ah </u><u> </u><u> probably </unclea> actually </u><u> so what is it in
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",as last time </u><u> very good yeah it would mostly be the same </u><u> mm </u><u> erm shall we have me and you against the Bros ? </u><u>,right,okay try and set them up not too hard </u><u> this is five </u><u> cos er and you''ve gotta throw em off the screen
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",perfect </u><u> I used to know all the moves and stuff now I don''t know how to do anything right that was fire an arrow </u><u>,right,let''s let''s try something this doesn''t seem to be it''s quite laggy </u><u> yeah it is a bit laggy with all
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",we''re not against each other are we? </u><u> well I think we are actually </u><u> ah didn''t you used to be able to do a? </u><u>,right,shall we repick our characters? </u><u> yeah I''m still trying to figure it out let me play with this guy for a little bit </u><u> alright </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",em off? </u><u> there we go </u><u> there we go </u><u> let''s change this </u><u> yeah just </u><u> five lives </u><u> yeah sounds good I''m a Pokemon Trainer </u><u>,right,we''ll go on a cool level </u><u> yeah </u><u> this one''s pretty cool </u><u> what''s cool about this one? </u><u> the maps are like quite a lot different to
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",on how you cut it </u><u> yeah that''s the thing you''ve gotta listen you can''t just cut the sound out and then it''s goes to another </u><u>,right,</u><u> topic of conversation </u><u> you need to kind of work of trying to actually have a conversation and play it at the same time it''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",but it doesn''t work for you cos you''re not playing it''s for me </u><u> but if I pause it can I do that? </u><u> you can''t pause it </u><u>,right,</u><u> cos you''re not playing </u><u> I did something </u><u> we''ll just restart cool </u><u> so this is for the Wii or isn''t it? did the Wii
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",we''ll put the damage ratio a little bit higher </u><u> okay </u><u> okay </u><u> just so you can cane me </u><u> </unclea> </u><u> </u><u>,right,that level again </u><u> never know I might get my own </u><u> we''ll see </u><u> u oh you weren''t gonna be Meta Knight last time
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",? </u><u> oh yeah I was gonna do the j Zelda wasn''t I? </u><u> oh yeah Sheik </u><u> she''s cool </u><u> is it cos it''s two characters? </u><u> yeah </u><u> which one now? </u><u>,right,another cool one </u><u> Pikmin I''d like to see that one </u><u> no this one''s cooler </u><u> yeah </u><u> look at that realistic crow crowd in the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",is terrible </u><u> mine defeats your giant Peanut </u><u> I''m not entirely sure how ooh </u><u>,right,in the face oh no </u><u> yeah </u><u> dammit </u><u> what''s going on with that banana? who put the banana there? </u><u> seems a
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",it''s got the one eight SIM card </u><u> oh it''s a different one no is that one gone? </u><u> er you it''s still there </u><u>,right,so it still does that </u><u> homing missiles attack </u><u> shit </u><u> look out </u><u> oh shit there''s a platform these
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",or Angkor Wat or something to you? </u><u> different worlds yeah does look a bit like that doesn''t it? </u><u> yeah </u><u> quite cool </u><u>,right,I need to do better than this is there no jump on this thing? </u><u> don''t think so </u><u> I remember this game they don''t
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting,Computers, travelling, computer games, selling stuff, books, movies, microphone positioning, instructions, game play.",game does look cool </u><u> yeah it''s really hard to play though I''m redeploying right so </u><u>,right,let''s get to where the action is there''s a lot of firing here I know </u><u> Indar here we are
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements,PLANS FOR UPCOMING DAYS",corporate Sony Records or whatever that did it and they wanted to encourage people to you know to distribute their show </u><u>,right,</u><u> so they you know some bands will will will do it I I think with the Dylan thing I think it was it was the lights was
"Discussing|Explaining,(Unknown)",work </u><u> yeah it was having day release cos I did day release </u><u> oh I see yeah </u><u> to do my HND </u><u> oh right </u><u> so I did a HN so I did I did an ONC a HND </u><u>,right,</u><u> and then because I''d got the higher national diploma you could convert it to a degree at the college that I went to but that
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",</unclea> </u><u> we''re er we booked down the </u><u> oh yeah </u><u> again </u><u> in Cornwall </u><u> Penzance </u><u> mm </u><u> Cornwall way </u><u> yeah </u><u>,right,what you got you got a you got a youth hostel down there? </u><u> yeah </u><u> looking after it? </u><u> yeah </u><u> yeah </u><u> it''s </u><u> have have you got
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",you got one for the summer yet? </u><u> yes d we told you the summer one so? </u><u> no </u><u> didn''t we? </u><u> didn''t we? </u><u> we didn''t tell you anything? </u><u> no </u><u>,right,this was the was an extra one we weren''t going to do it </u><u> right okay </u><u> and then we thought oh yeah
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",n''t we? </u><u> didn''t we? </u><u> we didn''t tell you anything? </u><u> no </u><u> right this was the was an extra one we weren''t going to do it </u><u>,right,okay </u><u> and then we thought oh yeah like to go there again </u><u> yeah ''s a lovely
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",then? </u><u> no </u><u> oh </u><u> no </u><u> to the seventh of June so you''re away that week are you? </u><u> no </u><u> from school I mean </u><u> yeah </u><u> </u><u>,right,</u><u> and then </u><u> so the twenty-ninth? yeah? </u><u> to the seventh of June </u><u> to the seventh of June </u><u> that''s Yorkshire </u><u> you can come and see us </u>
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",in Yorkshire? </u><u> I don''t know where it is </u><u> that''s </u><u> so the seventh of the sixth? </u><u> yeah </u><u>,right,</u><u> we''ll yeah we''ll be back on the seventh that was it cos we''ll stay somewhere else
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",''re not going away in June then? in August time? </u><u> no </u><u> okay </u><u> no erm and are coming back July </u><u>,right,</u><u> and we might do something in August </u><u> okay </u><u> have a party maybe </u><u> I''d work that one out I''d work that one
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",<u> oh yeah </u><u> so Lancs c because Lancashire comes down because if you if you go to </u><u> mm </u><u> yeah </u><u>,right,cos they''re saying about and er valley steam area erm you''re
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",at </u><u> </u><u> er has got a covenant on that if </u><u> mm </u><u> they try to sell it they can only get a pound for it </u><u>,right,</u><u> because that was given by these this particular person as a youth hostel to keep it as a youth
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",into it </u><u> at ? </u><u> yeah </u><u> yeah it''s only that was only twelve beds that one </u><u> that was only twelve beds that </u><u>,right,in the middle of the woods </u><u> in the middle of the the weren''t it? </u><u> lovely it''s a lovely cottage </u><u> yeah </u>
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",them all together </u><u> all together yeah </u><u> so I show them that old technology''s still being used </u><u> yeah </u><u> even now </u><u> yes it is yeah </u><u>,right,</u><u> yeah </u><u> but they some of the areas they have to drain them cos </u><u> yeah </u><u> there''s so much water behind they have to put
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",destination when you were in ? </u><u> yeah </u><u> oh right </u><u> yes I see </u><u> quite often? you''d come there? </u><u> mm every year </u><u>,right,oh </u><u> every year </u><u> is that when you fell in love with Norfolk? </u><u> no he fell in love with a woman who was in Norfolk
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",for interview at </u><u> mm </u><u> e a </u><u> yeah </u><u> so I came for the interview and I got the job </u><u> yeah well </u><u>,right,</u><u> yeah </u><u> so it was g and I and I wanted a job </u><u> so </u><u> yeah </u><u> and at that time the person I was with said we''ll go
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",<u> watch it on Iplayer </u><u> we haven''t got Iplayer </u><u> I don''t like watching it on on the poo </u><u> on the computer you mean? </u><u> yeah </u><u>,right,</u><u> get a dongle for your telly and you can watch it on the telly </u><u> seventy-five quid the dongle is </u><u> pick some off your wifi </u><u> I''m not
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",about the radio in in the dining room </u><u> in the dining </u><u> in the in the little room </u><u> in the little room </u><u> sorry the family room </u><u>,right,</u><u> that''s the radio </u><u> that''s what I mean </u><u> that play cassettes and the cassettes u had it </u><u> that''s new </u><u> yeah that is
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",had this toothbrush </u><u> </u><u> and she cleaned her feet with it </u><u> </u><u>,right,? and put it back </u><u> yeah </u><u> and went and used </u><u> </u><u> well he got up and like didn''t turn the light on
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",we did lots of lots of stuff at that school you know I can''t believe how much stuff we did </u><u> yeah so </u><u> yeah </u><u>,right,I better go and get myself sorted </u><u> oh I was gonna say </u><u> cos that was </u><u> would you like a sandwich with us? </u>
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",needed it f </u><u> had to be dry quick </u><u> yeah cos needed it for work today </u><u> yeah </u><u> yeah </u><u> cos I hadn''t done it in the week? </u><u>,right,</u><u> naughty boy why can''t they do the washing? </u><u> because they go don''t they </u><u> mm </u><u> yeah that''s
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",are not worth making yourself </u><u> yeah I''ll give a miss on that one </u><u> </u><u> oh </u><u> yeah </u><u>,right,</u><u> a miss on that one </u><u> yeah </u><u> leg still playing up then? </u><u> no </u><u> paracetamol get you </u><u> mm my leg well it''s on the
"Discussing|Explaining,Talking on Skype, globes, holidays, Yorkshire, youth hostels, school projects, underground system, gardens, relationships, television, bad leg",to get have to get my balance right so a low s a low sofa is good </u><u> yeah </u><u> cos I can sit on the sofa and just </u><u>,right,</u><u> lean down but I can''t do that cos I can''t straighten my leg like that cos it hurts </u><u> oh </u><u> oh
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",er erm Hong Kong and managed to er </u><u> </u><u> to get erm a visa for starting his own business </u><u> in China? </u><u> yeah </u><u>,right,? what does he fancy doing there? </u><u> well he''s gotten an idea I''m not sure quite exactly what it entails but it''s
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",it it''s now Chinese but they got er two erm two systems one country er they got sovereignty over it </u><u>,right,</u><u> it''s like er erm territories you know like France has got Monaco and and er andorra
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",right </u><u> er I was surprised to be honest that the that the Chinese government let them go as far as they did </u><u>,right,</u><u> but now they they sort of rode out the they''re very clever the Chinese er government and er they rather than clamp down on
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",we have to see </u><u> that would affect what? </u><u> my application for a business permit </u><u> it shouldn''t? </u><u> well that''s what she thinks </u><u>,right,well maybe it''ll helf help having family there </u><u> oh yeah </u><u> mm </u><u> yeah </u><u> yeah </u><u> hope so yeah
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",but you know I I think once this thing that that''s hanging over me this operation once that''s </u><u>,right,</u><u> I''ve got though that then I will er ah two messages from </u><u> huh what''s she got to say for
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",I don''t think you know her no he she became a regular of ours and a friend of ours after after you were down there </u><u>,right,</u><u> but she did the same thing she she met some guy and felt sorry for him and got married to help him get a </u><u> green card
"Discussing|Explaining|Inquiring|Anecdote telling,Business idea, friends, international news.",remember seeing when you were there that the Arabs? </u><u> well if you''re going to score some dope it''s going to be from an Arab </u><u>,right,</u><u> which which is you know in itself is fine but erm if you''re going to get er attacked or robbed or whatever
"Discussing|Explaining|Anecdote telling,Eating maggots, ‘I’m a Celebrity Get Me Out of Here”, story ideas, ANON''s eating habits",spiders and then all the spiders crawl up and eat them </u><u> ah </u><u> oh my god </u><u> they crawl over their body and </u><u> no </u><u> then chew them to bits </u><u>,right,let''s have a nice story let''s talk about nice things </u><u> </u><u> tell your friend </u><u> I will tell him I will post it on Facebook </u>
"Discussing|Explaining|Anecdote telling,Eating maggots, ‘I’m a Celebrity Get Me Out of Here”, story ideas, ANON''s eating habits",spider </unclea> and it gave birth to loads of spiders </u><u> yeah loads of them </u><u> and then they crawled down the drain </u><u>,right,</u><u> and into their bed </u><u> oh my goodness this is horrible </u><u> and that night the spiders turns actually out to be tiny
"Discussing|Explaining|Anecdote telling,Eating maggots, ‘I’m a Celebrity Get Me Out of Here”, story ideas, ANON''s eating habits",''s not good </u><u> okay please can I get down? </u><u> and if please can I have a get down yeah actually </u><u> you''re finished have you? </u><u> yeah </u><u> yes </u><u>,right,hang on a minute </u><u> have you got a problem with that? </u><u> sit down </u><u> what is about what are you talking about mom? </u><u> erm
"Discussing|Explaining|Inquiring|Advising|Requesting,Nokia, mobile telephony, new phone, setting phones.",that just just this works almost like a a plug but </u><u> why what is it? sorry oh you''ve got the </unclea> </u><u>,right,you know what happens you use this one </u><u> yeah yeah </u><u> and this is what you use here but you can slot it in </u><u> yeah </u><u> screw this fast and
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",<u> it''s a sign of capitalism </u><u> yeah it''s </u><u> there''s a cat there she''s she''s claiming the box as her own </u><u> </unclea> </u><u>,right,let''s just take some scissors </u><u> your scissors </u><u> er rude see if I can </u><u> well done well done </u>
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",''s nothing you can do about it and this this woman is apparently still at large so but s someone was recording her doing it </u><u>,right,</u><u> and yeah she was like oh she she she was loving she was loving the fact she was being recorded though like </u><u> you
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",<u> has had any dinner yet? </u><u> erm </u><u> she''s having some now </u><u> yeah </u><u> oh okay see you later then </u><u> </unclea> silly </u><u>,right,so er your fifteen points </u><u> mm </u><u> is this your first time having J two 0 ? </u><u> no I''ve had J two 0
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",and going mm mm it smells good </u><u> oh cos cos I </u><u> </unclea> </u><u> I I I think I don''t remember it </u><u> okay </u><u> smelling so nice </u><u>,right,there''s fifteen for you </u><u> I kind of smelt you know when something smells fizzy even when it''s not? </u><u> yeah I know what you mean </u>
"Discussing|Explaining|Inquiring|Complaining|Requesting|Telling jokes,General trivia, arts and literature, geography, science, sports, history, internet, pets, clothes.",can put it here if you want </unclea> </u><u> okay </u><u> er and if you roll the number you can move either way round the board </u><u>,right,</u><u> er on a buy or roll space you can er choose to buy a wedge for ten points erm the goal is to get all one wedge of every single
